_id,ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
17857,2019,2,Marmara Üniversitesi,22,AVCILAR,5
17858,2020,1,Samsun Üniversitesi,19,ÇATALCA,1
17859,2019,2,Giresun Üniversitesi,23,ARNAVUTKÖY,1
17860,2019,2,Hacettepe Üniversitesi,20,KÜÇÜKÇEKMECE,2
17861,2020,1,Sakarya Üniversitesi,22,SULTANBEYLİ,18
17862,2019,1,İstanbul Üniversitesi-Cerrahpaşa,22,ATAŞEHİR,1
17863,2020,1,Kütahya Dumlupınar Üniversitesi,19,KÜÇÜKÇEKMECE,1
17864,2019,2,Bursa Uludağ Üniversitesi,19,ESENYURT,1
17865,2020,1,Sağlık Bilimleri Üniversitesi,24,MALTEPE,3
17866,2020,1,İstanbul Sabahattin Zaim Üniversitesi,20,BEYLİKDÜZÜ,1
17867,2020,1,Ataşehir Adıgüzel Meslek Yüksekokulu,21,KARTAL,1
17868,2019,2,İstanbul Üniversitesi,21,GÜNGÖREN,10
17869,2020,1,Atatürk Üniversitesi,21,ATAŞEHİR,1
17870,2020,1,Bolu Abant İzzet Baysal Üniversitesi,24,BAŞAKŞEHİR,2
17871,2019,2,Atatürk Üniversitesi,24,SULTANBEYLİ,2
17872,2019,2,Bandırma Onyedi Eylül,23,ATAŞEHİR,1
17873,2019,2,Anadolu Üniversitesi,22,ESENLER,1
17874,2019,2,Akdeniz Üniversitesi,22,PENDİK,2
17875,2019,1,Pamukkale Üniversitesi,21,KAĞITHANE,1
17876,2020,1,İstanbul Üniversitesi-Cerrahpaşa,20,SANCAKTEPE,3
17877,2020,1,Sinop Üniversitesi,20,BAHÇELİEVLER,2
17878,2019,1,Bolu Abant İzzet Baysal Üniversitesi,24,AVCILAR,1
17879,2020,1,İstanbul Gelişim Üniversitesi,23,SULTANGAZİ,1
17880,2020,1,Tekirdağ Namık Kemal,21,BEYKOZ,4
17881,2020,1,Nişantaşı Üniversitesi,20,PENDİK,2
17882,2019,2,Bartın Üniversitesi,21,BEYOĞLU,1
17883,2019,2,Kırklareli Üniversitesi,24,ARNAVUTKÖY,2
17884,2019,1,Eskişehir Osmangazi Üniversitesi,22,KARTAL,1
17885,2019,1,Kafkas Üniversitesi,22,ESENYURT,1
17886,2019,1,İstanbul Teknik Üniversitesi,23,BAKIRKÖY,2
17887,2020,1,Kütahya Dumlupınar Üniversitesi,23,BAYRAMPAŞA,2
17888,2019,2,Gazi Üniversitesi,22,EYÜPSULTAN,1
17889,2020,1,Türk-Alman Üniversitesi,19,SİLİVRİ,1
17890,2020,1,Karadeniz Teknik Üniversitesi,22,BAYRAMPAŞA,1
17891,2019,2,Hacettepe Üniversitesi,20,AVCILAR,2
17892,2019,2,Bursa Uludağ Üniversitesi,24,BAĞCILAR,3
17893,2019,2,İstanbul Medeniyet Üniversitesi,19,ATAŞEHİR,1
17894,2020,1,Akdeniz Üniversitesi,25,ARNAVUTKÖY,1
17895,2020,1,Çanakkale Onsekiz Mart Üniversitesi,19,BEYLİKDÜZÜ,1
17896,2020,1,Çanakkale Onsekiz Mart Üniversitesi,21,MALTEPE,1
17897,2019,1,İstanbul Medipol Üniversitesi,20,MALTEPE,1
17898,2019,2,Bahçeşehir Üniversitesi,22,SANCAKTEPE,1
17899,2020,1,Anadolu Üniversitesi,21,SİLİVRİ,1
17900,2019,1,Yıldız Teknik Üniversitesi,25,BAHÇELİEVLER,2
17901,2019,2,Bilecik Şeyh Edebali Üniversitesi,19,BEYKOZ,1
17902,2019,1,Bursa Teknik Üniversitesi,19,KÜÇÜKÇEKMECE,1
17903,2019,1,Üsküdar Üniversitesi,19,SULTANBEYLİ,2
17904,2019,1,Trakya Üniversitesi,20,ESENLER,3
17905,2020,1,Bahçeşehir Üniversitesi,26,BEYKOZ,1
17906,2020,1,Türk-Alman Üniversitesi,19,KARTAL,5
17907,2020,1,İstanbul Medeniyet Üniversitesi,18,BEYKOZ,1
17908,2020,1,İstanbul Medipol Üniversitesi,25,BAYRAMPAŞA,1
17909,2019,2,Zonguldak Bülent Ecevit Üniversitesi,21,GAZİOSMANPAŞA,1
17910,2019,1,Bingöl Üniversitesi,21,FATİH,1
17911,2019,2,İstanbul Üniversitesi-Cerrahpaşa,25,FATİH,4
17912,2019,2,Gümüşhane Üniversitesi,24,ÇEKMEKÖY,1
17913,2020,1,Bursa Uludağ Üniversitesi,21,KARTAL,10
17914,2019,2,Necmettin Erbakan Üniversitesi,24,ÜMRANİYE,1
17915,2019,1,Piri Reis Üniversitesi,20,ÜMRANİYE,1
17916,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,19,ÜMRANİYE,2
17917,2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,19,ESENYURT,2
17918,2020,1,Tekirdağ Namık Kemal,18,GAZİOSMANPAŞA,2
17919,2019,1,Haliç Üniversitesi,22,BAHÇELİEVLER,1
17920,2019,2,Nevşehir Hacı Bektaş Veli Üniversitesi,25,MALTEPE,1
17921,2020,1,Necmettin Erbakan Üniversitesi,21,EYÜPSULTAN,2
17922,2019,1,Sivas Cumhuriyet Üniversitesi,23,ARNAVUTKÖY,1
17923,2019,1,Boğaziçi Üniversitesi,21,EYÜPSULTAN,1
17924,2020,1,Kırşehir Ahi Evran Üniversitesi,21,ESENLER,1
17925,2019,2,Haliç Üniversitesi,23,ÇEKMEKÖY,1
17926,2020,1,Balıkesir Üniversitesi,20,ÇEKMEKÖY,1
17927,2020,1,İstanbul Teknik Üniversitesi,23,ESENLER,2
17928,2020,1,Bursa Teknik Üniversitesi,20,EYÜPSULTAN,1
17929,2019,2,Selçuk Üniversitesi,20,GÜNGÖREN,1
17930,2020,1,İstanbul Medeniyet Üniversitesi,18,BAĞCILAR,1
17931,2019,1,İstanbul Medipol Üniversitesi,21,KADIKÖY,1
17932,2019,1,Karabük Üniversitesi,21,KÜÇÜKÇEKMECE,3
17933,2020,1,İstanbul Medeniyet Üniversitesi,20,BEYLİKDÜZÜ,3
17934,2019,2,Kocaeli Üniversitesi,22,BEYKOZ,5
17935,2020,1,Bursa Teknik Üniversitesi,19,SULTANGAZİ,2
17936,2019,2,Marmara Üniversitesi,19,BAŞAKŞEHİR,3
17937,2019,1,Tekirdağ Namık Kemal,21,ÜSKÜDAR,1
17938,2019,2,İstinye Üniversitesi,21,BAĞCILAR,1
17939,2020,1,Mersin Üniversitesi,21,KARTAL,1
17940,2019,1,Marmara Üniversitesi,19,GÜNGÖREN,3
17941,2020,1,İstanbul Okan Üniversitesi,23,PENDİK,2
17942,2020,1,Düzce Üniversitesi,21,SULTANBEYLİ,20
17943,2019,2,Girne Amerikan Üniversitesi,20,BAŞAKŞEHİR,1
17944,2020,1,Piri Reis Üniversitesi,20,TUZLA,3
17945,2020,1,Bezm-İ Âlem Vakıf Üniversitesi,23,BAYRAMPAŞA,1
17946,2020,1,İstanbul Teknik Üniversitesi,22,KADIKÖY,1
17947,2019,1,Çanakkale Onsekiz Mart Üniversitesi,22,EYÜPSULTAN,1
17948,2020,1,İstanbul Gedik Üniversitesi,20,ÜMRANİYE,1
17949,2020,1,Fırat Üniversitesi,17,KÜÇÜKÇEKMECE,1
17950,2019,2,Afyon Kocatepe Üniversitesi,21,EYÜPSULTAN,1
17951,2020,1,Biruni Üniversitesi,22,ŞİŞLİ,1
17952,2020,1,Gebze Teknik Üniversitesi,19,BAĞCILAR,1
17953,2019,2,Afyon Kocatepe Üniversitesi,22,SARIYER,1
17954,2019,1,Nevşehir Hacı Bektaş Veli Üniversitesi,20,PENDİK,2
17955,2019,1,İstanbul Aydın Üniversitesi,25,ESENYURT,1
17956,2020,1,Harran Üniversitesi,19,GÜNGÖREN,1
17957,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,24,FATİH,1
17958,2019,1,Muğla Sıtkı Koçman Üniversitesi,23,GAZİOSMANPAŞA,1
17959,2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,22,AVCILAR,2
17960,2019,2,Eskişehir Osmangazi Üniversitesi,22,BEYLİKDÜZÜ,1
17961,2020,1,İstanbul Ticaret Üniversitesi,21,KAĞITHANE,1
17962,2020,1,Hacettepe Üniversitesi,24,KAĞITHANE,1
17963,2019,1,Çukurova Üniversitesi,20,SULTANBEYLİ,1
17964,2020,1,Isparta Uygulamalı Bilimler Üniversitesi,21,BAŞAKŞEHİR,1
17965,2019,2,Mardin Artuklu Üniversitesi,20,KÜÇÜKÇEKMECE,1
17966,2020,1,Süleyman Demirel Üniversitesi,22,SANCAKTEPE,2
17967,2019,2,Trakya Üniversitesi,19,GÜNGÖREN,1
17968,2019,1,Bolu Abant İzzet Baysal Üniversitesi,23,KARTAL,1
17969,2019,1,Yalova Üniversitesi,23,KÜÇÜKÇEKMECE,1
17970,2020,1,Nişantaşı Üniversitesi,21,ÜMRANİYE,2
17971,2019,1,Selçuk Üniversitesi,21,ESENLER,2
17972,2019,2,İstanbul Bilgi Üniversitesi,23,ÇEKMEKÖY,1
17973,2020,1,Bursa Uludağ Üniversitesi,20,ZEYTİNBURNU,2
17974,2020,1,Dicle Üniversitesi,21,KÜÇÜKÇEKMECE,3
17975,2019,1,İstanbul Gelişim Üniversitesi,23,KÜÇÜKÇEKMECE,1
17976,2020,1,Kastamonu Üniversitesi,20,KADIKÖY,1
17977,2020,1,Nişantaşı Üniversitesi,21,BAŞAKŞEHİR,1
17978,2019,2,Zonguldak Bülent Ecevit Üniversitesi,22,PENDİK,12
17979,2019,2,Recep Tayyip Erdoğan,23,SİLİVRİ,1
17980,2020,1,Trakya Üniversitesi,19,AVCILAR,12
17981,2020,1,Trakya Üniversitesi,18,SİLİVRİ,1
17982,2020,1,Akdeniz Üniversitesi,22,KAĞITHANE,2
17983,2019,2,Ankara Üniversitesi,19,ÜMRANİYE,1
17984,2020,1,Maltepe Üniversitesi,20,SULTANBEYLİ,2
17985,2019,1,Kocaeli Üniversitesi,25,AVCILAR,2
17986,2020,1,Süleyman Demirel Üniversitesi,19,ARNAVUTKÖY,1
17987,2019,2,Üsküdar Üniversitesi,22,BAĞCILAR,1
17988,2019,2,Ondokuz Mayıs Üniversitesi,21,BAĞCILAR,4
17989,2019,2,Sağlık Bilimleri Üniversitesi,22,ESENLER,8
17990,2019,1,Tekirdağ Namık Kemal,24,GÜNGÖREN,1
17991,2020,1,Selçuk Üniversitesi,20,BEYLİKDÜZÜ,2
17992,2020,1,Bursa Teknik Üniversitesi,22,KAĞITHANE,1
17993,2019,1,İstanbul Sabahattin Zaim Üniversitesi,21,BAYRAMPAŞA,1
17994,2020,1,Bursa Uludağ Üniversitesi,19,SULTANGAZİ,8
17995,2020,1,İstanbul Esenyurt Üniversitesi,19,EYÜPSULTAN,1
17996,2020,1,Dicle Üniversitesi,20,KARTAL,1
17997,2019,1,Bilecik Şeyh Edebali Üniversitesi,22,AVCILAR,2
17998,2019,1,Düzce Üniversitesi,20,ESENLER,4
17999,2020,1,Bilecik Şeyh Edebali Üniversitesi,21,PENDİK,8
18000,2019,1,Türk-Alman Üniversitesi,21,BAYRAMPAŞA,1
18001,2020,1,Sakarya Üniversitesi,19,SİLİVRİ,1
18002,2019,1,Pamukkale Üniversitesi,25,GÜNGÖREN,1
18003,2019,2,Kocaeli Üniversitesi,26,SULTANBEYLİ,1
18004,2019,1,Nevşehir Hacı Bektaş Veli Üniversitesi,24,BEYLİKDÜZÜ,1
18005,2020,1,Yeditepe Üniversitesi,23,ÜMRANİYE,3
18006,2019,1,Muğla Sıtkı Koçman Üniversitesi,20,AVCILAR,1
18007,2019,2,Kocaeli Üniversitesi,22,ZEYTİNBURNU,5
18008,2020,1,Zonguldak Bülent Ecevit Üniversitesi,20,SANCAKTEPE,14
18009,2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,22,KARTAL,2
18010,2019,2,Marmara Üniversitesi,21,SİLİVRİ,2
18011,2019,1,İstanbul Üniversitesi-Cerrahpaşa,19,BEYOĞLU,1
18012,2019,1,Bilecik Şeyh Edebali Üniversitesi,20,BEYKOZ,1
18013,2020,1,İstanbul Teknik Üniversitesi,23,BAYRAMPAŞA,1
18014,2020,1,Mardin Artuklu Üniversitesi,20,GÜNGÖREN,1
18015,2019,2,Altınbaş Üniversitesi,20,FATİH,1
18016,2020,1,İstanbul Teknik Üniversitesi,21,MALTEPE,6
18017,2020,1,İstanbul Gelişim Üniversitesi,23,BAŞAKŞEHİR,1
18018,2019,1,Yeditepe Üniversitesi,19,BAYRAMPAŞA,1
18019,2020,1,Adıyaman Üniversitesi,21,ATAŞEHİR,1
18020,2019,2,Dokuz Eylül Üniversitesi,21,BAĞCILAR,2
18021,2019,2,Gaziantep Üniversitesi,21,KARTAL,1
18022,2020,1,Isparta Uygulamalı Bilimler Üniversitesi,21,ÜMRANİYE,1
18023,2019,1,Nevşehir Hacı Bektaş Veli Üniversitesi,19,GAZİOSMANPAŞA,1
18024,2020,1,İstanbul Bilgi Üniversitesi,19,BAYRAMPAŞA,2
18025,2020,1,Aydın Adnan Menderes,18,SANCAKTEPE,1
18026,2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,23,KÜÇÜKÇEKMECE,1
18027,2019,1,Bilecik Şeyh Edebali Üniversitesi,19,ÜMRANİYE,1
18028,2019,2,Bursa Uludağ Üniversitesi,22,BAYRAMPAŞA,1
18029,2020,1,Sağlık Bilimleri Üniversitesi,21,FATİH,6
18030,2020,1,İstanbul Üniversitesi,20,KARTAL,8
18031,2020,1,İstanbul Aydın Üniversitesi,19,KÜÇÜKÇEKMECE,3
18032,2020,1,Karabük Üniversitesi,19,ARNAVUTKÖY,1
18033,2019,1,İstanbul Kültür Üniversitesi,22,EYÜPSULTAN,1
18034,2019,1,Dokuz Eylül Üniversitesi,23,KARTAL,2
18035,2020,1,Gazi Üniversitesi,21,ESENYURT,2
18036,2019,1,Kocaeli Üniversitesi,20,GAZİOSMANPAŞA,4
18037,2019,1,Ankara Yıldırım Beyazıt Üniversitesi,21,ÜMRANİYE,1
18038,2019,2,İstanbul Gelişim Üniversitesi,20,BAĞCILAR,6
18039,2019,2,Avrasya Üniversitesi,21,GAZİOSMANPAŞA,1
18040,2019,2,Kocaeli Üniversitesi,24,AVCILAR,1
18041,2020,1,Gebze Teknik Üniversitesi,24,KADIKÖY,1
18042,2019,2,İstanbul Teknik Üniversitesi,22,BAKIRKÖY,2
18043,2020,1,Fatih Sultan Mehmet Vakıf Üniversitesi,25,BAHÇELİEVLER,1
18044,2019,1,Yalova Üniversitesi,22,FATİH,1
18045,2020,1,Bitlis Eren Üniversitesi,19,MALTEPE,1
18046,2020,1,Haliç Üniversitesi,21,BAĞCILAR,3
18047,2019,2,Marmara Üniversitesi,23,ŞİŞLİ,2
18048,2019,1,Yeditepe Üniversitesi,21,BEYKOZ,1
18049,2019,1,Anadolu Üniversitesi,20,ESENYURT,1
18050,2019,2,Fırat Üniversitesi,22,ESENYURT,1
18051,2019,2,Demiroğlu Bilim Üniversitesi,23,KÜÇÜKÇEKMECE,1
18052,2019,1,Kocaeli Üniversitesi,22,BAŞAKŞEHİR,1
18053,2020,1,Kocaeli Üniversitesi,22,TUZLA,9
18054,2020,1,Galatasaray Üniversitesi,21,SULTANGAZİ,1
18055,2020,1,İstanbul Üniversitesi-Cerrahpaşa,20,EYÜPSULTAN,8
18056,2020,1,Sivas Cumhuriyet Üniversitesi,21,EYÜPSULTAN,1
18057,2019,1,Ordu Üniversitesi,23,BAĞCILAR,1
18058,2020,1,Işık Üniversitesi,22,PENDİK,1
18059,2019,1,Amasya Üniversitesi,23,KAĞITHANE,2
18060,2019,1,İstanbul Üniversitesi-Cerrahpaşa,23,GÜNGÖREN,4
18061,2020,1,İstanbul Üniversitesi-Cerrahpaşa,21,BAKIRKÖY,3
18062,2019,1,Kırklareli Üniversitesi,20,EYÜPSULTAN,3
18063,2019,2,Recep Tayyip Erdoğan,20,PENDİK,1
18064,2019,1,İstanbul Medeniyet Üniversitesi,21,GÜNGÖREN,1
18065,2019,1,Siirt Üniversitesi,20,ÜMRANİYE,1
18066,2019,1,Karabük Üniversitesi,26,BAŞAKŞEHİR,1
18067,2019,2,Sivas Cumhuriyet Üniversitesi,18,SİLİVRİ,1
18068,2019,2,İstanbul Üniversitesi-Cerrahpaşa,23,BAŞAKŞEHİR,2
18069,2019,2,İstanbul Ticaret Üniversitesi,20,GAZİOSMANPAŞA,1
18070,2020,1,Yeditepe Üniversitesi,22,ÇEKMEKÖY,1
18071,2019,2,Ondokuz Mayıs Üniversitesi,24,ESENYURT,1
18072,2020,1,İstanbul Gelişim Üniversitesi,18,KÜÇÜKÇEKMECE,3
18073,2019,1,İstanbul Üniversitesi-Cerrahpaşa,23,PENDİK,2
18074,2019,2,Zonguldak Bülent Ecevit Üniversitesi,23,ÜMRANİYE,1
18075,2020,1,Van Yüzüncü Yıl Üniversitesi,23,ARNAVUTKÖY,1
18076,2019,1,Balıkesir Üniversitesi,22,ESENYURT,1
18077,2019,1,Afyon Kocatepe Üniversitesi,25,ESENYURT,1
18078,2019,1,Erciyes Üniversitesi,24,ESENYURT,1
18079,2020,1,Boğaziçi Üniversitesi,20,BAHÇELİEVLER,3
18080,2019,2,Sağlık Bilimleri Üniversitesi,20,BAHÇELİEVLER,7
18081,2019,2,İstanbul Gelişim Üniversitesi,23,ESENYURT,3
18082,2020,1,Yalova Üniversitesi,23,ÜMRANİYE,2
18083,2020,1,Türk-Alman Üniversitesi,20,KÜÇÜKÇEKMECE,1
18084,2019,2,Bilecik Şeyh Edebali Üniversitesi,25,ESENLER,1
18085,2020,1,Erciyes Üniversitesi,22,PENDİK,5
18086,2020,1,Tekirdağ Namık Kemal,25,MALTEPE,1
18087,2019,1,Atatürk Üniversitesi,20,SULTANGAZİ,1
18088,2019,1,Lefke Avrupa Üniversitesi,22,GÜNGÖREN,1
18089,2020,1,Boğaziçi Üniversitesi,25,SARIYER,1
18090,2019,2,Fenerbahçe Üniversitesi,20,ÇEKMEKÖY,1
18091,2019,1,Çankırı Karatekin Üniversitesi,22,BAĞCILAR,1
18092,2019,1,Sakarya Uygulamalı Bilimler Üniversitesi,21,SULTANBEYLİ,2
18093,2020,1,Muğla Sıtkı Koçman Üniversitesi,19,ÇEKMEKÖY,2
18094,2019,2,İstanbul Medeniyet Üniversitesi,23,BÜYÜKÇEKMECE,1
18095,2019,1,Trakya Üniversitesi,22,BAĞCILAR,8
18096,2019,1,Sağlık Bilimleri Üniversitesi,21,MALTEPE,3
18097,2019,2,Ankara Hacı Bayram Veli Üniversitesi,24,BAŞAKŞEHİR,1
18098,2019,1,İstanbul Üniversitesi-Cerrahpaşa,20,ŞİŞLİ,5
18099,2019,1,Sakarya Üniversitesi,20,GAZİOSMANPAŞA,6
18100,2019,2,İstanbul Medeniyet Üniversitesi,22,SANCAKTEPE,3
18101,2020,1,Pamukkale Üniversitesi,19,ÇATALCA,1
18102,2020,1,Recep Tayyip Erdoğan,20,BEYOĞLU,1
18103,2019,1,Harran Üniversitesi,23,ARNAVUTKÖY,1
18104,2019,2,Recep Tayyip Erdoğan,21,SULTANGAZİ,1
18105,2019,1,Galatasaray Üniversitesi,23,MALTEPE,1
18106,2020,1,İstanbul Üniversitesi,23,SULTANBEYLİ,1
18107,2020,1,Necmettin Erbakan Üniversitesi,19,GÜNGÖREN,1
18108,2020,1,Ankara Hacı Bayram Veli Üniversitesi,19,GÜNGÖREN,1
18109,2020,1,Niğde Ömer Halisdemir,24,ESENYURT,1
18110,2019,2,Kırklareli Üniversitesi,22,ŞİŞLİ,1
18111,2020,1,Balıkesir Üniversitesi,24,KÜÇÜKÇEKMECE,1
18112,2019,2,Düzce Üniversitesi,24,ADALAR,1
18113,2019,1,Bandırma Onyedi Eylül,26,SULTANGAZİ,1
18114,2020,1,Isparta Uygulamalı Bilimler Üniversitesi,22,BAĞCILAR,1
18115,2019,1,Ondokuz Mayıs Üniversitesi,20,PENDİK,3
18116,2020,1,İnönü Üniversitesi,21,BAHÇELİEVLER,1
18117,2020,1,Kocaeli Üniversitesi,19,FATİH,3
18118,2019,1,Sakarya Üniversitesi,19,SULTANBEYLİ,2
18119,2020,1,Karadeniz Teknik Üniversitesi,19,ESENYURT,1
18120,2020,1,İstanbul Okan Üniversitesi,22,ATAŞEHİR,1
18121,2019,1,Eskişehir Teknik Üniversitesi,25,PENDİK,1
18122,2019,2,Yıldız Teknik Üniversitesi,22,BEYOĞLU,1
18123,2020,1,Alanya Alaaddin Keykubat Üniversitesi,19,ÇEKMEKÖY,1
18124,2020,1,İstanbul Ticaret Üniversitesi,23,BAHÇELİEVLER,1
18125,2019,1,Bursa Uludağ Üniversitesi,21,MALTEPE,1
18126,2020,1,Sağlık Bilimleri Üniversitesi,22,AVCILAR,1
18127,2019,2,Sağlık Bilimleri Üniversitesi,20,TUZLA,2
18128,2019,1,Marmara Üniversitesi,23,BEYOĞLU,4
18129,2019,1,İstanbul Aydın Üniversitesi,20,BEŞİKTAŞ,1
18130,2020,1,İstanbul Teknik Üniversitesi,19,BEYLİKDÜZÜ,7
18131,2020,1,Yıldız Teknik Üniversitesi,22,BAYRAMPAŞA,6
18132,2020,1,Yıldız Teknik Üniversitesi,21,KADIKÖY,5
18133,2019,1,İstanbul Medeniyet Üniversitesi,19,BAHÇELİEVLER,1
18134,2020,1,İstanbul Kent Üniversitesi,20,ŞİŞLİ,1
18135,2019,2,Hatay Mustafa Kemal Üniversitesi,23,SANCAKTEPE,1
18136,2019,1,Marmara Üniversitesi,22,BÜYÜKÇEKMECE,2
18137,2020,1,Trakya Üniversitesi,24,ÜMRANİYE,3
18138,2019,1,İstanbul Bilgi Üniversitesi,19,SARIYER,1
18139,2019,1,İstanbul Teknik Üniversitesi,20,GÜNGÖREN,1
18140,2020,1,İstanbul Üniversitesi,22,ŞİŞLİ,16
18141,2019,2,Bolu Abant İzzet Baysal Üniversitesi,21,BEYKOZ,1
18142,2019,2,İstanbul Teknik Üniversitesi,22,BÜYÜKÇEKMECE,1
18143,2020,1,İstanbul Bilgi Üniversitesi,19,ESENLER,1
18144,2020,1,Recep Tayyip Erdoğan,22,TUZLA,1
18145,2020,1,Biruni Üniversitesi,18,BAŞAKŞEHİR,1
18146,2019,1,Bolu Abant İzzet Baysal Üniversitesi,21,ÜMRANİYE,5
18147,2020,1,Aydın Adnan Menderes,22,TUZLA,1
18148,2020,1,Demiroğlu Bilim Üniversitesi,23,GÜNGÖREN,1
18149,2020,1,Dokuz Eylül Üniversitesi,21,TUZLA,1
18150,2019,2,İstanbul Kent Üniversitesi,25,MALTEPE,1
18151,2020,1,Kocaeli Üniversitesi,24,PENDİK,4
18152,2019,2,Tekirdağ Namık Kemal,22,ARNAVUTKÖY,4
18153,2019,2,İstanbul Üniversitesi,24,SARIYER,2
18154,2020,1,Üsküdar Üniversitesi,18,SANCAKTEPE,3
18155,2020,1,İstanbul Medeniyet Üniversitesi,22,SULTANBEYLİ,8
18156,2020,1,İstanbul Okan Üniversitesi,18,KARTAL,1
18157,2019,2,Çanakkale Onsekiz Mart Üniversitesi,21,SANCAKTEPE,3
18158,2019,1,İstanbul Üniversitesi-Cerrahpaşa,24,SULTANGAZİ,3
18159,2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,22,ESENYURT,1
18160,2020,1,Recep Tayyip Erdoğan,22,BAHÇELİEVLER,1
18161,2020,1,Kütahya Dumlupınar Üniversitesi,21,MALTEPE,2
18162,2019,1,İstanbul Üniversitesi,24,BEYKOZ,1
18163,2020,1,Maltepe Üniversitesi,20,MALTEPE,2
18164,2019,1,Kırıkkale Üniversitesi,22,GÜNGÖREN,1
18165,2019,2,İstanbul Üniversitesi-Cerrahpaşa,24,ZEYTİNBURNU,2
18166,2020,1,Yıldız Teknik Üniversitesi,19,ESENYURT,8
18167,2020,1,Bartın Üniversitesi,20,GAZİOSMANPAŞA,4
18168,2019,1,İstanbul Gelişim Üniversitesi,21,ZEYTİNBURNU,1
18169,2019,1,Beykent Üniversitesi,20,BAĞCILAR,1
18170,2019,1,Erzurum Teknik Üniversitesi,21,BAHÇELİEVLER,1
18171,2019,2,Bandırma Onyedi Eylül,24,PENDİK,1
18172,2020,1,Ankara Üniversitesi,21,ARNAVUTKÖY,1
18173,2020,1,Yıldız Teknik Üniversitesi,22,ESENLER,27
18174,2019,2,Gazi Üniversitesi,21,SULTANGAZİ,1
18175,2020,1,Eskişehir Teknik Üniversitesi,23,BÜYÜKÇEKMECE,1
18176,2020,1,Sağlık Bilimleri Üniversitesi,24,SULTANBEYLİ,1
18177,2019,1,Gaziantep Üniversitesi,22,FATİH,1
18178,2019,2,Eskişehir Osmangazi Üniversitesi,21,SİLİVRİ,1
18179,2019,1,İstanbul Rumeli Üniversitesi,20,PENDİK,1
18180,2019,2,İstanbul Ayvansaray Üniversitesi,20,BAĞCILAR,1
18181,2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,20,ESENYURT,3
18182,2019,1,Fatih Sultan Mehmet Vakıf Üniversitesi,24,GÜNGÖREN,1
18183,2019,1,Sakarya Üniversitesi,21,BAYRAMPAŞA,2
18184,2019,1,Zonguldak Bülent Ecevit Üniversitesi,22,ARNAVUTKÖY,1
18185,2019,1,İstanbul Üniversitesi,26,AVCILAR,3
18186,2019,1,Bilecik Şeyh Edebali Üniversitesi,22,KÜÇÜKÇEKMECE,2
18187,2019,2,Yıldız Teknik Üniversitesi,19,SULTANGAZİ,1
18188,2019,1,İstanbul Üniversitesi,19,ESENYURT,2
18189,2020,1,Çukurova Üniversitesi,23,SULTANBEYLİ,1
18190,2019,2,İstanbul Medeniyet Üniversitesi,21,SULTANGAZİ,5
18191,2019,1,Sinop Üniversitesi,20,SULTANGAZİ,1
18192,2020,1,İstanbul Gedik Üniversitesi,19,PENDİK,2
18193,2020,1,Türk-Alman Üniversitesi,19,FATİH,2
18194,2019,2,Marmara Üniversitesi,19,ÜMRANİYE,8
18195,2019,2,Selçuk Üniversitesi,19,ARNAVUTKÖY,1
18196,2019,2,Karadeniz Teknik Üniversitesi,24,TUZLA,1
18197,2019,2,Pamukkale Üniversitesi,23,ATAŞEHİR,1
18198,2020,1,Yıldız Teknik Üniversitesi,21,ÇATALCA,1
18199,2020,1,Düzce Üniversitesi,22,KADIKÖY,1
18200,2019,2,Koç Üniversitesi,19,SARIYER,2
18201,2019,1,Marmara Üniversitesi,20,SULTANGAZİ,10
18202,2019,2,İstanbul Üniversitesi-Cerrahpaşa,23,ÜMRANİYE,7
18203,2019,2,Recep Tayyip Erdoğan,23,FATİH,1
18204,2020,1,İstanbul Medeniyet Üniversitesi,24,ESENLER,1
18205,2020,1,Gebze Teknik Üniversitesi,22,ÜSKÜDAR,3
18206,2019,2,İstanbul Bilgi Üniversitesi,25,EYÜPSULTAN,1
18207,2019,1,Hatay Mustafa Kemal Üniversitesi,22,GÜNGÖREN,1
18208,2020,1,Hacettepe Üniversitesi,18,BAHÇELİEVLER,1
18209,2019,2,Anadolu Üniversitesi,20,TUZLA,1
18210,2019,2,Yıldız Teknik Üniversitesi,21,BÜYÜKÇEKMECE,4
18211,2020,1,Akdeniz Üniversitesi,20,EYÜPSULTAN,3
18212,2019,1,Demiroğlu Bilim Üniversitesi,20,GÜNGÖREN,1
18213,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,ARNAVUTKÖY,1
18214,2019,2,İstanbul Teknik Üniversitesi,20,SULTANGAZİ,1
18215,2019,2,Aydın Adnan Menderes,21,ÜMRANİYE,2
18216,2019,2,Yalova Üniversitesi,23,GÜNGÖREN,1
18217,2020,1,Tekirdağ Namık Kemal,19,BAKIRKÖY,2
18218,2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,21,ÜSKÜDAR,2
